id,cebuano,tagalog
b.gen.4.3,"Ug sa nagairog ang panahon, nahitabo nga si Cain nagdala gikan sa mga abut sa yuta usa ka halad kang Jehova.",At nangyari nang lumalakad ang panahon ay nagdala si Cain ng isang handog na mga bunga ng lupa sa Panginoon.
b.gen.4.4,"Ug si Abel nagdala usab sa mga panganay sa iyang mga carnero ug sa mga matambok niini ug gitamod ni Jehova si Abel, ug ang iyang halad.",At nagdala rin naman si Abel ng mga panganay ng kaniyang kawan at ng mga taba ng mga yaon. At nilingap ng Panginoon si Abel at ang kaniyang handog:
b.gen.4.5,"Apan kang Cain ug sa iyang hatad wala siyay pagtamod. Ug nangisog si Cain sa hilabihan gayud, ug nangil-ad ang iyang panagway.","Datapuwa't hindi nilingap si Cain at ang kaniyang handog. At naginit na mainam si Cain, at namanglaw ang kaniyang mukha."
b.gen.4.6,"Ug si Jehova miingon kang Cain: Nganong nasuko ikaw, ug nganong nagngil-ad ang imong panagway?","At sinabi ng Panginoon kay Cain, Bakit ka naginit? at bakit namanglaw ang iyong mukha?"
b.gen.4.7,"Kong maayo ang imong gibuhat, kini dili ba pagadayegon? Ug kong dili ka magbuhat ug maayo, ang sala nagahay-ad sa ganghaan; ug kanimo mamao ang iyang tinguha; apan ikaw magabuot niini.","Kung ikaw ay gumawa ng mabuti, di ba ikaw mamarapatin? at kung hindi ka gumawa ng mabuti, ay nahahandusay ang kasalanan sa pintuan: at sa iyo'y pahihinuhod ang kaniyang nasa, at ikaw ang papanginoonin niya."
b.gen.4.8,"Ug namulong si Cain kang Abel nga iyang igsoon. Ug nahitabo, nga sa didto sila sa kapatagan, si Cain mitindog batok kang Abel nga iyang igsoon, ug iyang gipatay siya.","At yao'y sinabi ni Cain sa kaniyang kapatid na kay Abel. At nangyari, nang sila'y nasa parang ay nagtindig si Cain laban kay Abel na kaniyang kapatid, at siya'y kaniyang pinatay."
b.gen.4.9,"Ug miingon si Jehova kang Cain, Hain si Abel nga imong igsoon? Ug mitubag siya, Ambut: magbalantay ba ako sa akong igsoon?","At sinabi ng Panginoon kay Cain, Saan naroon si Abel na iyong kapatid? At sinabi niya, Aywan ko: ako ba'y tagapagbantay sa aking kapatid?"
b.gen.4.10,"Ug miingon siya, Unsa ang gibuhat mo? Ang tingog sa dugo sa imong igsoon nagatu-aw kanako gikan sa yuta.","At sinabi niya, Anong iyong ginawa? ang tinig ng dugo ng iyong kapatid ay dumadaing sa akin mula sa lupa."
b.gen.4.11,"Ug karon tinunglo ikaw sa yuta, nga nagbuka sa iyang baba sa pagdawat sa dugo sa imong igsoon gikan sa imong kamot;",At ngayo'y sinumpa ka sa lupa na siyang nagbuka ng bibig na tumanggap sa iyong kamay ng dugo ng iyong kapatid;
b.gen.4.12,"Sa diha nga magauma ikaw sa yuta, dili na kini magahatag kanimo sa iyang kusog; magalaaglaag ug magadumuloong ikaw sa yuta.","Pagbubukid mo ng lupa, ay di na ibibigay mula ngayon sa iyo ang kaniyang lakas; ikaw ay magiging palaboy at hampas-lupa sa lupa."
b.gen.4.13,"Ug miingon si Cain kang Jehova, Ang akong silot labi nang daku kay sa akong mamaantus.","At sinabi ni Cain sa Panginoon, Ang aking kaparusahan ay higit kaysa mababata ko."
b.gen.4.14,"Ania karon ginaabug mo ako niining adlawa gikan sa nawong sa yuta, ug ako magatago gikan sa imong atubangan; magalaaglaag ug magadumuloong ako sa yuta ug mahitabo nga bisan kinsa ang makakita kanako, mopatay kanako.","Narito, ako'y iyong itinataboy ngayon mula sa ibabaw ng lupa, at sa iyong harapan ay magtatago ako; at ako'y magiging palaboy at hampaslupa; at mangyayari, na sinomang makasumpong sa akin ay papatayin ako."
b.gen.4.15,"Ug si Jehova miingon kaniya: Sa tungod niana bisan kinsa nga magapatay kang Cain, ang panimalus ipahamtang kaniya sa pito ka pilo. Ug gibutangan ni Jehova ug patik si Cain aron siya dili pagapatyon ni bisan kinsa nga makakita kaniya.","At sinabi sa kaniya ng Panginoon, Dahil dito'y sinomang pumatay kay Cain ay makapitong gagantihan. At nilagyan ng Panginoon ng isang tanda si Cain, baka siya'y sugatan ng sinomang makakasumpong sa kaniya."
b.gen.4.16,"Ug mipahawa si Cain sa atubangan ni Jehova, ug mipuyo sa yuta sa Nod sa silangan sa Eden.","At umalis si Cain sa harapan ng Panginoon at tumahan sa lupain ng Nod, sa silanganan ng Eden."
b.gen.4.17,"Ug giila ni Cain ang iyang asawa, ug kini siya nanamkon ug nag-anak kang Enoch; ug nagtukod siya ug usa ka lungsod ug gihinganlan niya ang ngalan sa lungsod nga sunod sa ngalan sa iyang anak nga Enoch.","At nakilala ni Cain ang kaniyang asawa, at siya'y naglihi at ipinanganak si Enoc: at siya'y nagtayo ng isang bayan at tinawag ang bayan ayon sa pangalan ng kaniyang anak, Enoc."
b.gen.4.18,"Ug kang Enoch natawo si Irad, ug si Irad nanganak kang Mehujael, ug si Mehujael nanganak kang Methusael, ug si Methusael nanganak kang Lamech.",At naging anak ni Enoc si Irad; at naging anak ni Irad si Mehujael; at naging anak ni Mehujael si Metusael; at naging anak ni Metusael si Lamec.
b.gen.4.19,"Ug mikuha si Lamech alang kaniya duruha ka asawa; ang ngalan sa usa mao si Ada, ug ang ngalan sa usa si Zilla.","At si Lamec ay nagasawa ng dalawa; ang pangalan ng isa'y Ada, at ang pangalan ng ikalawa ay Zilla."
b.gen.4.20,"Ug si Ada nanganak kang Jabal, nga mao ang amahan sa mga nagapuyo sa mga balongbalong, ug may mga hayup.",At naging anak ni Ada si Jabal: na siyang naging magulang ng nangagsisitahan sa mga tolda at may mga hayop.
b.gen.4.21,"Ug ang ngalan sa iyang igsoon mao si Jubal, siya mao ang amahan sa tanan nga mga nagatogtog sa alpa ug sa flauta.",At ang pangalan ng kaniyang kapatid ay Jubal: na siyang naging magulang ng lahat na tumutugtog ng alpa at ng flauta.
b.gen.4.22,Ug si Zilla usab nanganak kang Tubal-Cain nga magsasalsal sa tanang galamiton nga tumbaga ug puthaw; ug ang igsoon nga babaye ni Tubal-Cain mao si Naama.,"At tungkol kay Zilla, ay ipinanganak naman niya si Tubal-Cain na mamamanday ng lahat na kagamitang patalim na tanso at bakal: at ang kapatid na babae ni Tubal-Cain ay si Naama."
b.gen.4.23,"Ug si Lamech miingon sa iyang mga asawa: Ada ug Zilla, patalinghugi ninyo ang akong tingog; kamo nga mga asawa ni Lamech, patalinghugi ninyo ang akong pakigpulong; kay gipatay ko ang usa ka tawo tungod sa pagsamad kanako ug usa ka batan-on tungod sa pagbun-og kanako:","At sinabi ni Lamec sa kaniyang mga asawa: Ada at Zilla pakinggan ninyo ang aking tinig: Kayong mga asawa ni Lamec ay makinig ng aking salaysay: Sapagka't pumatay ako ng isang tao, dahil sa ako'y sinugatan, At ng isang binata, dahil sa ako'y hinampas."
b.gen.4.24,"Kong sa pito ka pilo pagapanimalusan si Cain, si Lamech sa pagkamatuod pagapanimalusan ug kapitoan ug pito ka pilo.","Kung makapitong gagantihan si Cain, tunay na si Lamec ay makapitong pung pito."
b.gen.4.25,"Ug giila pag-usab ni Adam ang iyang asawa, ug kini nanganak ug usa ka anak nga lalake, ug gitawag niya ang iyang ngalan si Seth; kay ang Dios, miingon siya, naga tudlo kanako ug usa ka kaliwat nga ilis ni Abel, nga gipatay ni Cain.","At nakilalang muli ni Adam ang kaniyang asawa; at nanganak ng isang lalake, at tinawag ang kaniyang pangalan na Set; sapagka't aniya'y binigyan ako ng Dios ng ibang anak na kahalili ni Abel; sapagka't siya'y pinatay ni Cain."
b.gen.4.26,Ug kang Seth usab natawo ang usa ka anak nga lalake; ug gitawag niya ang iyang ngalan si Enos. Unya ang mga tawo nanagsugod sa pagtawag sa ngalan ni Jehova.,At nagkaanak naman si Set ng isang lalake; at tinawag ang kaniyang pangalan na Enos. Noon ay pinasimulan ng mga tao ang pagtawag sa pangalan ng Panginoon.
b.gen.5.1,"Kini mao ang basahon sa mga kaliwatan ni Adam. Sa adlaw nga gibuhat sa Dios ang tawo, sa kasama sa Dios siya gibuhat niya.","Ito ang aklat ng mga lahi ni Adam. Nang araw na lalangin ng Dios ang tao, sa wangis ng Dios siya nilalang;"
b.gen.5.2,"Lalake ug babaye iyang gibuhat sila; ug gipanalanginan sila, ug gitawag niya ang ngalan nila ug Adam sa adlaw sa pagbuhat kanila.","Lalake at babae silang nilalang; at sila'y binasbasan, at tinawag na Adam ang kanilang pangalan, nang araw na sila'y lalangin."
b.gen.5.3,"Ug nakadangat si Adam ug usa ka gatus ug katloan ka tuig ug nanganak ug usa ka anak nga lalake nga liwat kaniya, ingon sa iyang dagway, ug nagtawag sa iyang ngalan si Seth.","At nabuhay si Adam ng isang daan at tatlong pung taon, at nagkaanak ng isang lalaking kaniyang wangis na hawig sa kaniyang larawan; at tinawag ang kaniyang pangalan na Set:"
b.gen.5.4,"Ug ang mga adlaw ni Adam, sa human siya manganak kang Seth, walo ka gatus ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.","At ang mga naging araw ni Adam, pagkatapos na maipanganak si Set, ay walong daang taon: at nagkaanak ng mga lalake at mga babae."
b.gen.5.5,"Ug ang tanan nga mga adlaw sa kinabuhi ni Adam siyam ka gatus ug katloan ka tuig, ug namatay siya.",At ang lahat na araw na ikinabuhay ni Adam ay siyam na raan at tatlong pung taon; at siya'y namatay.
b.gen.5.6,"Ug nakadangat si Seth ug usa ka gatus ug lima ka tuig, ug nanganak kang Enos.",At nabuhay si Set ng isang daan at limang taon at naging anak niya si Enos.
b.gen.5.7,"Ug si Seth sa human manganak kang Enos, nakadangat ug walo ka gatus ug pito ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.",At nabuhay si Set pagkatapos na maipanganak si Enos ng walong daan at pitong taon; at nagkaanak ng mga lalake at mga babae:
b.gen.5.8,"Ug ang tanan nga mga adlaw ni Seth siyam ka gatus ug napulo ug duha ka tuig, ug namatay siya.",At ang lahat na naging araw ni Set ay siyam na raan at labing dalawang taon: at siya'y namatay.
b.gen.5.9,Ug nakadangat si Enos ug kasiyaman ka tuig ug nanganak kang Cainan.,"At nabuhay si Enos ng siyam na pung taon, at naging anak si Cainan:"
b.gen.5.10,"Ug si Enos sa human manganak kang Cainan, nakadangat ug walo ka gatus ug napulo ug lima ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Enos, pagkatapos na maipanganak si Cainan, ng walong daan at labing limang taon; at nagkaanak ng mga lalake at mga babae:"
b.gen.5.11,"Ug ang tanan nga mga adlaw ni Enos, siyam ka gatus ug lima ka tuig, ug namatay siya.","At ang lahat na naging araw ni Enos ay siyam na raan at limang taon, at siya'y namatay."
b.gen.5.12,Ug nakadangat si Cainan ug kapitoan ka tuig ug nanganak kang Mahalaleel.,"At nabuhay si Cainan ng pitong pung taon, at naging anak si Mahalaleel:"
b.gen.5.13,"Ug si Cainan sa human manganak kang Mahalaleel, nakadangat ug walo ka gatus ug kap-atan ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Cainan, pagkatapos na maipanganak si Mahalaleel, ng walong daan at apat na pung taon, at nagkaanak ng mga lalake at mga babae:"
b.gen.5.14,"Ug ang tanan nga mga adlaw ni Cainan siyam ka gatus ug napulo ka tuig, ug namatay siya.","At ang lahat na naging araw ni Cainan, siyam na raan at sangpung taon, at namatay."
b.gen.5.15,"Ug si Mahalaleel nakadangat ug kan-uman ug lima ka tuig, ug nanganak kang Jared.","At nabuhay si Mahalaleel ng anim na pu't limang taon, at naging anak si Jared:"
b.gen.5.16,"Ug si Mahalaleel sa human manganak kang Jared, nakadangat ug walo ka gatus ug katloan ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Mahalaleel, pagkatapos na maipanganak si Jared, ng walong daan at tatlong pung taon, at nagkaanak ng mga lalake at mga babae:"
b.gen.5.17,"Ug ang tanan nga mga adlaw ni Mahalaleel, walo ka gatus kasiyaman ug lima ka tuig, ug namatay siya.",At ang lahat na naging araw ni Mahalaleel ay walong daan at siyam na pu't limang taon: at namatay.
b.gen.5.18,"Ug si Jared nakadangat ug usa ka gatus ug kan-uman ug duha ka tuig, ug nanganak kang Henoch.","At nabuhay si Jared ng isang daan at anim na pu't dalawang taon, at naging anak si Enoc:"
b.gen.5.19,"Ug si Jared, sa human manganak kang Henoch, nakadangat ug walo ka gatus ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Jared, pagkatapos na maipanganak si Enoc, ng walong daang taon, at nagkaanak ng mga lalake at mga babae:"
b.gen.5.20,"Ug ang tanan nga mga adlaw ni Jared siyam ka gatus kan-uman ug duha ka tuig, ug namatay siya.",At ang lahat na naging araw ni Jared ay siyam na raan at anim na pu't dalawang taon: at namatay.
b.gen.5.21,"Ug si Henoch nakadangat ug kan-uman ug lima ka tuig, ug nanganak kang Mathusalam.","At nabuhay si Enoc na anim na pu't limang taon, at naging anak si Matusalem:"
b.gen.5.22,"Ug naglakaw si Henoch kuyog sa Dios sa human siya manganak kang Mathusalam, ug totolo ka gatus ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At lumakad si Enoc na kasama ng Dios, pagkatapos na maipanganak si Matusalem na tatlong daang taon, at nagkaanak ng mga lalake at mga babae:"
b.gen.5.23,Ug ang tanan nga mga adlaw ni Henoch midangat ug totolo ka gatus ug kan-uman ug lima ka tuig.,At ang lahat na naging araw ni Enoc ay tatlong daan at anim na pu't limang taon:
b.gen.5.24,"Ug si Henoch naglakaw uban sa Dios, ug nawala siya, kay gikuha siya sa Dios.","At lumakad si Enoc na kasama ng Dios: at di siya nasumpungan, sapagka't kinuha ng Dios."
b.gen.5.25,"Ug nakadangat si Mathusalam ug usa ka gatus kawaloan ug pito ka tuig, ug nanganak kang Lamech.",At nabuhay si Matusalem ng isang daan at walong pu't pitong taon; at naging anak si Lamec:
b.gen.5.26,"Ug si Mathusalam, sa human manganak kang Lamech, nakadangat ug pito ka gatus kawaloan ug duha ka tuig; ug nanganak siya ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Matusalem pagkatapos na maipanganak si Lamec, ng pitong daan at walong pu't dalawang taon; at nagkaanak ng mga lalake at mga babae;"
b.gen.5.27,"Ug ang tanan nga mga adlaw ni Mathusalam siyam ka gatus kan-uman ug siyam ka tuig, ug namatay siya.",At ang lahat na naging araw ni Matusalem ay siyam na raan at anim na pu't siyam na taon: at siya'y namatay.
b.gen.5.28,"Ug nakadangat si Lamech ug usa ka gatus kawaloan ug duha ka tuig, ug nanganak ug usa ka anak nga lalake;","At nabuhay si Lamec ng isang daan at walong pu't dalawang taon, at nagkaanak ng isang lalake:"
b.gen.5.29,"Ug gitawag niya ang iyang ngalan si Noe nga nagaingon: Kini siya magalipay kanato sa atong buhat, ug sa kabudlay sa atong mga kamot, nga moabut tungod sa yuta nga gitunglo ni Jehova.","At tinawag ang kaniyang pangalan na Noe, na sinabi, Ito nga ang aaliw sa atin tungkol sa ating gawa at sa pinagpagalan ng ating mga kamay, dahil sa lupang sinumpa ng Panginoon."
b.gen.5.30,"Ug si Lamech sa human siya manganak kang Noe, nakadangat ug lima ka gatus kasiyaman ug lima ka tuig; ug nanganak ug mga anak nga lalake ug mga anak nga babaye.","At nabuhay si Lamec, pagkatapos na maipanganak si Noe, ng limang daan at siyam na pu't limang taon, at nagkaanak ng mga lalake at mga babae:"
b.gen.5.31,Ug ang tanan nga mga adlaw ni Lamech pito ka gatus kapitoan ug pito ka tuig ug namatay siya.,At ang lahat na naging araw ni Lamec ay pitong daan at pitong pu't pitong taon: at namatay.
b.gen.5.32,"Ug ang panuigon ni Noe lima ka gatus ka tuig, ug nanganak siya kang Sem, Cham, ug Japhet.","At si Noe ay may limang daang taon: at naging anak ni Noe si Sem, si Cham, at si Japhet."
b.gen.6.1,"Ug nahitabo, sa misugod pagdaghan ang mga tawo sa ibabaw sa nawong sa yuta, ug may nangatawo kanila nga mga anak nga babaye,","At nangyari, nang magpasimula na dumami ang mga tao sa balat ng lupa, at mangagkaanak ng mga babae,"
b.gen.6.2,"Nga sa pagkakita sa mga anak nga lalake sa Dios nga ang mga anak nga babaye sa mga tawo nga sila mga maanyag, nangasawa sila sa tanan nilang napili.","Na nakita ng mga anak ng Dios, na magaganda ang mga anak na babae ng mga tao; at sila'y nangagsikuha ng kanikaniyang asawa sa lahat ng kanilang pinili."
b.gen.6.3,"Ug miingon si Jehova: Ang Akong Espiritu dili makiglalis sa gihapon sa tawo, kay siya unod; apan ang iyang mga adlaw magausa ka gatus ug kaluhaan ka tuig.","At sinabi ng Panginoon, Ang aking Espiritu ay hindi makikipagpunyagi sa tao magpakailan man, sapagka't siya ma'y laman: gayon ma'y magiging isang daan at dalawang pung taon ang kaniyang mga araw."
b.gen.6.4,"Niadtong mga adlawa dihay mga higante sa yuta; ug sa human usab niini sa nahaduol ang mga anak nga lalake sa Dios sa mga anak nga babaye sa mga tawo, ug nanagpanganak sila; kini sila mao ang mga maisug nga tawo sa karaang panahon, ang mga tawo nga bantugan.","Ang mga higante ay nasa lupa ng mga araw na yaon, at pagkatapos din naman na makasiping ang mga anak ng Dios sa mga anak na babae ng tao, at mangagkaanak sila sa kanila: ang mga ito rin ang naging makapangyarihan nang unang panahon na mga lalaking bantog."
b.gen.6.5,"Ug nakita ni Jehova ang pagkadautan sa tawo sa yuta daku, ug nga ang tanang pagpalandong sa mga hunahuna sa iyang kasingkasing lonlon mga kadautan lamang gihapon.","At nakita ng Panginoon na mabigat ang kasamaan ng tao sa lupa, at ang buong haka ng mga pagiisip ng kaniyang puso ay pawang masama lamang na parati."
b.gen.6.6,"Ug kini nakapabasul kang Jehova nga gibuhat niya ang tawo sa yuta, ug nakapasubo kini kaniya sa iyang kasingkasing.","At nagsisi ang Panginoon na kaniyang nilalang ang tao sa lupa, at nalumbay sa kaniyang puso."
b.gen.6.7,"Ug miingon si Jehova: Pagalaglagon ko gikan sa nawong sa yuta ang tawo nga akong gibuhat; sukad sa tawo hangtud sa mga mananap ug hangtud sa mga butang nanagkamang sa yuta, ug sa mga langgam sa kalangitan; kay kini nakapabasul kanako nga gibuhat ko sila.","At sinabi ng Panginoon, Lilipulin ko ang tao na aking nilalang sa ibabaw ng lupa; ang tao at gayon din ang hayop, at ang mga umuusad at ang mga ibon sa himpapawid; sapagka't pinagsisisihan ko na aking nilalang sila."
b.gen.6.8,Apan si Noe nakakaplag ug kahamuot sa mga mata ni Jehova.,Datapuwa't si Noe ay nakasumpong ng biyaya sa mga mata ng Panginoon.
b.gen.6.9,Kini mao ang mga kaliwatan ni Noe: si Noe maoy usa ka tawo nga matarung ug hingpit sa iyang mga kaliwatan. Si Noe nagalakaw uban sa Dios.,Ito ang mga lahi ni Noe. Si Noe ay lalaking matuwid at sakdal noong kapanahunan niya: si Noe ay lumalakad na kasama ng Dios.
b.gen.6.10,"Ug si Noe nanganak ug totolo ka mga anak nga lalake: Si Sem, si Cham ug si Japhet.","At nagkaanak si Noe ng tatlong lalake: si Sem, si Cham, at si Japhet."
b.gen.6.11,"Ug ang yuta dunot sa atubangan sa Dios, ug ang yuta napuno sa mga paglugos.","At sumama ang lupa sa harap ng Dios, at ang lupa ay napuno ng karahasan."
b.gen.6.12,"Ug nakita sa Dios ang yuta, ug ania karon, kini nadunot; kay ang tanang unod nagdunot sa ilang dalan sa ibabaw sa yuta.","At tiningnan ng Dios ang lupa, at, narito sumama; sapagka't pinasama ng lahat ng tao ang kanilang paglakad sa ibabaw ng lupa."
b.gen.6.13,"Ug miingon ang Dios kang Noe: Ang katapusan sa tanan nga unod ania na sa atubangan nako, kay ang yuta napuno sa mga paglugos tungod kanila; ug ania karon pagalaglagon ko sila uban sa yuta.","At sinabi ng Dios kay Noe, Ang wakas ng lahat ng tao ay dumating sa harap ko; sapagka't ang lupa ay napuno ng karahasan dahil sa kanila; at, narito, sila'y aking lilipuling kalakip ng lupa."
b.gen.6.14,"Magbuhat ka ug usa ka arca sa kahoy nga Gopher; magbuhat ka ug mga lawak sa sulod sa arca, ug pagabuliton mo ug salong ang sulod ug gawas.","Gumawa ka ng isang sasakyang kahoy na gofer; gagawa ka ng mga silid sa sasakyan, at iyong sisiksikan sa loob at sa labas ng sahing."
b.gen.6.15,"Ug buhaton mo kini sa ingon niini nga paagi: ang katas-on sa arca totolo ka gatus ka maniko; ang iyang kalapdon kalim-an ka maniko; ug ang iyang kahabugon, katloan ka maniko.","At ganitong paraan gagawin mo: tatlong daang siko ang haba ng sasakyan, limang pung siko ang luwang, at tatlong pung siko ang taas."
b.gen.6.16,"Magbuhat ka ug usa ka gawang sa arca, ug humanon mo kini sa usa ka maniko ang kahabugon ngadto sa ibabaw; ug ibutang mo sa luyo ang pultahan sa arca, ug buhatan mo ug totolo ka hunta-hunta, nga may salog sa ilalum sa ikaduha ug ikatolong hunta.","Gagawa ka ng isang durungawan sa sasakyan; at wawakasan mo ng isang siko sa dakong itaas; at ang pintuan ng sasakyan ay ilalagay mo sa tagiliran; gagawin mong may lapag na lalong mababa, pangalawa at pangatlo."
